Flight_Date,Flight_Number,Airline,Origin,Destination,Delay_Minutes,Cancelled,Delay_Reason
8/17/2022,AI7229,IndiGo,HYD,BLR,279,No,Late Arrival
2/1/2020,AI749,Vistara,BOM,BLR,220,No,Operational
1/25/2021,AI9682,IndiGo,BOM,BOM,30,No,Crew
10/3/2020,AI3860,AirAsia India,MAA,HYD,232,No,Operational
6/15/2021,AI9692,GoAir,MAA,HYD,171,No,Crew
3/23/2023,AI6513,AirAsia India,DEL,HYD,288,No,Air Traffic
1/17/2021,AI9930,GoAir,BOM,PNQ,228,No,Air Traffic
12/27/2022,AI1481,IndiGo,DEL,MAA,221,No,Late Arrival
6/2/2022,AI8008,IndiGo,PNQ,CCU,137,No,Air Traffic
8/1/2020,AI7923,IndiGo,DEL,BOM,102,No,Technical
8/5/2024,AI2060,GoAir,CCU,BOM,235,No,Crew
1/10/2021,AI432,Air India,HYD,PNQ,82,No,Crew
1/13/2022,AI1839,IndiGo,PNQ,BOM,13,No,Operational
7/31/2020,AI2522,AirAsia India,BLR,BOM,120,No,Late Arrival
3/19/2020,AI5128,Vistara,BOM,PNQ,,Yes,
10/15/2024,AI1653,GoAir,MAA,BOM,113,No,Weather
9/19/2021,AI9366,AirAsia India,PNQ,HYD,37,No,Air Traffic
8/26/2021,AI7227,SpiceJet,MAA,PNQ,103,No,Weather
2/20/2022,AI3609,SpiceJet,BLR,MAA,106,No,Technical
11/5/2023,AI6853,Vistara,PNQ,DEL,108,No,Late Arrival
9/27/2022,AI6222,Air India,BOM,HYD,110,No,Crew
11/10/2021,AI2136,IndiGo,PNQ,HYD,278,No,Weather
2/27/2020,AI7462,GoAir,MAA,CCU,293,No,Technical
12/24/2024,AI6436,AirAsia India,MAA,PNQ,86,No,Late Arrival
11/15/2022,AI7671,IndiGo,CCU,DEL,16,No,Technical
5/30/2022,AI1251,AirAsia India,DEL,BOM,,Yes,
3/22/2021,AI2022,GoAir,PNQ,DEL,220,No,Air Traffic
3/6/2020,AI5641,SpiceJet,MAA,MAA,204,No,Weather
11/18/2024,AI4334,IndiGo,HYD,BLR,255,No,Operational
7/1/2023,AI9870,Vistara,BOM,HYD,,Yes,
12/3/2022,AI1779,Air India,HYD,PNQ,48,No,Operational
1/25/2023,AI6562,Vistara,BLR,PNQ,292,No,Late Arrival
4/26/2024,AI8882,Air India,PNQ,DEL,69,No,Technical
10/8/2022,AI4319,AirAsia India,CCU,CCU,50,No,Crew
8/14/2020,AI9895,IndiGo,BOM,MAA,248,No,Weather
2/12/2022,AI4192,IndiGo,CCU,BLR,133,No,Operational
11/9/2021,AI4033,Air India,DEL,MAA,55,No,Operational
12/30/2023,AI5440,SpiceJet,MAA,PNQ,147,No,Technical
12/19/2024,AI9109,GoAir,BOM,BOM,235,No,Operational
8/23/2021,AI1295,Vistara,BLR,BLR,25,No,Technical
1/13/2021,AI914,AirAsia India,PNQ,PNQ,,Yes,
4/16/2023,AI3993,Vistara,DEL,CCU,296,No,Weather
12/21/2023,AI9881,Vistara,DEL,BLR,42,No,Technical
12/9/2021,AI8974,AirAsia India,CCU,PNQ,69,No,Operational
11/2/2020,AI5663,AirAsia India,DEL,CCU,175,No,Technical
2/17/2022,AI7110,IndiGo,BOM,BOM,244,No,Operational
5/18/2021,AI7212,Vistara,CCU,CCU,82,No,Air Traffic
9/24/2020,AI8088,GoAir,DEL,MAA,140,No,Late Arrival
5/28/2024,AI3727,GoAir,PNQ,DEL,53,No,Operational
1/8/2020,AI9148,Air India,BLR,MAA,157,No,Operational
5/22/2021,AI8747,AirAsia India,PNQ,PNQ,131,No,Operational
4/20/2021,AI192,IndiGo,HYD,PNQ,106,No,Late Arrival
8/13/2023,AI3030,GoAir,BOM,HYD,286,No,Air Traffic
6/12/2020,AI8976,SpiceJet,BLR,MAA,55,No,Crew
4/29/2021,AI7942,IndiGo,BLR,BLR,19,No,Operational
6/8/2024,AI3737,IndiGo,CCU,BOM,288,No,Crew
12/31/2022,AI3907,GoAir,MAA,HYD,8,No,Weather
7/20/2021,AI9056,SpiceJet,CCU,HYD,67,No,Air Traffic
6/23/2022,AI7402,Air India,BOM,HYD,254,No,Technical
7/12/2021,AI8130,GoAir,BOM,PNQ,23,No,Crew
8/25/2020,AI201,SpiceJet,CCU,DEL,34,No,Air Traffic
2/1/2023,AI1516,IndiGo,MAA,CCU,183,No,Weather
5/18/2023,AI2730,SpiceJet,PNQ,BLR,23,No,Air Traffic
7/7/2021,AI2865,IndiGo,CCU,PNQ,245,No,Technical
4/7/2022,AI1246,GoAir,BOM,BOM,40,No,Operational
4/12/2021,AI7137,AirAsia India,MAA,PNQ,204,No,Operational
1/17/2024,AI5289,GoAir,BOM,DEL,100,No,Operational
7/15/2023,AI490,Vistara,MAA,PNQ,265,No,Late Arrival
1/20/2021,AI7409,Vistara,MAA,PNQ,186,No,Late Arrival
2/13/2022,AI2340,Vistara,CCU,MAA,224,No,Late Arrival
4/27/2022,AI5472,GoAir,CCU,BOM,36,No,Late Arrival
1/21/2021,AI1978,Air India,CCU,HYD,168,No,Weather
5/26/2022,AI5518,GoAir,MAA,BOM,122,No,Air Traffic
9/15/2020,AI6103,AirAsia India,MAA,BOM,200,No,Weather
10/9/2020,AI5851,SpiceJet,BOM,MAA,237,No,Operational
7/7/2024,AI2444,GoAir,BLR,CCU,154,No,Technical
2/9/2020,AI9707,GoAir,CCU,PNQ,264,No,Late Arrival
4/30/2021,AI6354,IndiGo,HYD,BLR,166,No,Air Traffic
7/17/2022,AI5091,IndiGo,BOM,HYD,7,No,Technical
8/7/2020,AI4851,IndiGo,BOM,CCU,241,No,Weather
2/26/2023,AI1217,GoAir,DEL,DEL,218,No,Late Arrival
10/11/2022,AI7836,Air India,CCU,PNQ,139,No,Weather
10/20/2022,AI848,SpiceJet,PNQ,HYD,293,No,Weather
3/23/2024,AI8281,SpiceJet,BOM,BLR,143,No,Crew
9/4/2021,AI3222,AirAsia India,DEL,PNQ,229,No,Air Traffic
7/16/2022,AI7566,Air India,HYD,DEL,259,No,Weather
11/18/2021,AI1108,Air India,HYD,MAA,24,No,Operational
6/30/2024,AI951,SpiceJet,PNQ,CCU,,Yes,
9/4/2021,AI9335,Vistara,CCU,PNQ,4,No,Weather
9/16/2020,AI6930,IndiGo,MAA,HYD,134,No,Late Arrival
9/16/2022,AI6513,IndiGo,DEL,BOM,207,No,Operational
8/23/2022,AI8076,SpiceJet,MAA,BLR,133,No,Weather
12/31/2020,AI6993,Air India,HYD,PNQ,,Yes,
11/16/2024,AI159,AirAsia India,HYD,HYD,271,No,Operational
12/15/2024,AI2289,Vistara,BLR,BOM,45,No,Weather
6/27/2021,AI3979,SpiceJet,BLR,HYD,61,No,Air Traffic
10/10/2021,AI4978,IndiGo,PNQ,PNQ,33,No,Operational
3/27/2024,AI7176,GoAir,BLR,DEL,210,No,Technical
3/24/2022,AI7520,Air India,BLR,BOM,201,No,Crew
11/5/2022,AI5758,GoAir,PNQ,BOM,140,No,Operational
2/26/2023,AI9020,AirAsia India,BOM,HYD,286,No,Late Arrival
7/28/2021,AI3321,SpiceJet,BLR,MAA,10,No,Crew
2/6/2023,AI8854,IndiGo,BOM,PNQ,260,No,Crew
10/9/2022,AI4674,Vistara,BOM,MAA,138,No,Weather
4/5/2024,AI8873,GoAir,CCU,CCU,166,No,Operational
10/31/2021,AI1461,Vistara,BOM,DEL,4,No,Air Traffic
9/25/2020,AI9844,AirAsia India,BOM,MAA,286,No,Crew
3/31/2023,AI4481,IndiGo,BLR,HYD,139,No,Late Arrival
7/7/2023,AI8687,GoAir,BOM,PNQ,162,No,Air Traffic
7/12/2022,AI6147,AirAsia India,MAA,MAA,299,No,Air Traffic
1/30/2023,AI3600,Vistara,PNQ,CCU,177,No,Late Arrival
3/9/2024,AI9273,Vistara,BLR,BLR,104,No,Late Arrival
10/24/2024,AI9421,GoAir,PNQ,CCU,95,No,Weather
5/13/2024,AI8101,IndiGo,DEL,BOM,176,No,Technical
9/3/2020,AI2455,Vistara,BLR,PNQ,132,No,Operational
7/21/2024,AI2773,SpiceJet,BOM,BOM,67,No,Crew
12/23/2024,AI9633,AirAsia India,MAA,MAA,,Yes,
4/9/2024,AI5895,GoAir,PNQ,MAA,166,No,Operational
5/10/2020,AI8996,Air India,BLR,CCU,158,No,Air Traffic
12/18/2020,AI1124,Air India,MAA,CCU,195,No,Crew
7/14/2020,AI6199,IndiGo,PNQ,HYD,10,No,Weather
12/21/2024,AI9605,SpiceJet,DEL,DEL,73,No,Operational
7/18/2022,AI9850,Vistara,HYD,HYD,135,No,Weather
8/16/2024,AI1687,Air India,DEL,BOM,7,No,Weather
11/6/2023,AI2009,IndiGo,HYD,HYD,53,No,Operational
10/18/2022,AI2436,AirAsia India,CCU,CCU,186,No,Operational
10/6/2021,AI7117,SpiceJet,HYD,PNQ,161,No,Crew
8/14/2020,AI5422,SpiceJet,CCU,HYD,105,No,Air Traffic
12/1/2021,AI3552,IndiGo,BLR,BLR,108,No,Air Traffic
2/8/2024,AI1076,IndiGo,CCU,DEL,299,No,Late Arrival
2/9/2024,AI7241,Vistara,MAA,CCU,73,No,Weather
9/21/2020,AI4903,IndiGo,CCU,PNQ,242,No,Air Traffic
10/27/2023,AI1730,Vistara,MAA,MAA,18,No,Technical
2/18/2024,AI5046,Vistara,PNQ,HYD,126,No,Crew
12/28/2023,AI8369,GoAir,PNQ,CCU,152,No,Crew
10/7/2021,AI123,SpiceJet,HYD,MAA,,Yes,
7/29/2020,AI5449,AirAsia India,HYD,MAA,9,No,Late Arrival
5/14/2024,AI6212,SpiceJet,HYD,BOM,27,No,Late Arrival
11/1/2023,AI201,SpiceJet,CCU,BOM,66,No,Weather
11/19/2023,AI3942,GoAir,HYD,PNQ,220,No,Crew
1/13/2024,AI5346,Vistara,CCU,CCU,51,No,Crew
7/31/2022,AI483,Vistara,CCU,PNQ,40,No,Technical
10/19/2023,AI6369,IndiGo,BOM,CCU,10,No,Weather
4/1/2021,AI5108,GoAir,BOM,BLR,254,No,Weather
12/25/2021,AI228,IndiGo,CCU,DEL,17,No,Air Traffic
10/17/2024,AI7359,GoAir,PNQ,DEL,31,No,Late Arrival
6/3/2023,AI7347,IndiGo,MAA,CCU,250,No,Air Traffic
9/8/2022,AI1273,Air India,BLR,BOM,198,No,Weather
2/28/2023,AI3176,SpiceJet,DEL,HYD,,Yes,
8/10/2021,AI5115,SpiceJet,BOM,PNQ,194,No,Technical
4/20/2021,AI6552,AirAsia India,CCU,BLR,141,No,Weather
12/26/2024,AI1199,Vistara,DEL,DEL,225,No,Air Traffic
9/12/2022,AI3487,AirAsia India,BOM,CCU,,Yes,
7/24/2023,AI8965,Air India,BLR,BOM,185,No,Operational
6/4/2020,AI7914,AirAsia India,MAA,BOM,3,No,Operational
11/18/2024,AI3224,SpiceJet,CCU,BOM,297,No,Technical
5/26/2023,AI6671,Vistara,BLR,PNQ,298,No,Late Arrival
7/8/2020,AI7062,Air India,PNQ,HYD,136,No,Crew
12/11/2023,AI9787,SpiceJet,BOM,MAA,27,No,Weather
9/7/2022,AI7387,IndiGo,CCU,PNQ,293,No,Air Traffic
8/25/2024,AI6861,GoAir,DEL,HYD,283,No,Late Arrival
9/11/2024,AI3047,Air India,PNQ,BOM,187,No,Air Traffic
6/29/2021,AI1942,Vistara,PNQ,CCU,115,No,Late Arrival
2/10/2020,AI3359,AirAsia India,HYD,BLR,120,No,Weather
11/2/2020,AI8988,AirAsia India,MAA,HYD,295,No,Crew
7/31/2022,AI2997,Air India,PNQ,CCU,,Yes,
12/3/2020,AI4018,Vistara,BOM,PNQ,287,No,Weather
8/30/2023,AI5099,Air India,MAA,PNQ,6,No,Crew
1/3/2023,AI7911,Vistara,CCU,BOM,279,No,Air Traffic
8/10/2022,AI4420,AirAsia India,HYD,BLR,198,No,Technical
10/5/2020,AI5958,SpiceJet,BLR,DEL,172,No,Crew
4/14/2023,AI1438,IndiGo,MAA,DEL,93,No,Late Arrival
6/14/2022,AI6491,SpiceJet,DEL,PNQ,161,No,Technical
8/12/2024,AI2464,IndiGo,BOM,CCU,,Yes,
9/29/2020,AI2163,AirAsia India,DEL,BLR,4,No,Air Traffic
4/16/2022,AI3914,SpiceJet,MAA,CCU,279,No,Operational
9/11/2021,AI3959,SpiceJet,HYD,BLR,123,No,Technical
8/1/2024,AI2877,Air India,BLR,BLR,120,No,Crew
5/11/2022,AI5355,GoAir,BLR,PNQ,61,No,Technical
12/11/2024,AI3297,AirAsia India,DEL,CCU,246,No,Air Traffic
7/19/2022,AI9795,Vistara,CCU,PNQ,258,No,Technical
10/15/2020,AI9863,AirAsia India,CCU,BLR,228,No,Air Traffic
12/24/2021,AI2489,Vistara,HYD,HYD,138,No,Operational
6/11/2022,AI8058,Vistara,BLR,BOM,134,No,Crew
9/28/2020,AI892,IndiGo,DEL,BLR,225,No,Late Arrival
12/25/2022,AI5371,Vistara,DEL,HYD,216,No,Technical
4/27/2021,AI5021,Vistara,DEL,BLR,270,No,Weather
7/24/2022,AI6241,Air India,MAA,HYD,112,No,Late Arrival
9/4/2020,AI3607,SpiceJet,HYD,CCU,36,No,Technical
6/4/2020,AI452,AirAsia India,CCU,DEL,32,No,Late Arrival
12/6/2022,AI8307,AirAsia India,CCU,MAA,26,No,Weather
3/29/2021,AI8416,Vistara,MAA,BLR,218,No,Late Arrival
7/19/2020,AI4354,GoAir,BOM,MAA,35,No,Late Arrival
8/10/2024,AI1500,AirAsia India,MAA,BLR,283,No,Weather
5/3/2020,AI7301,Vistara,HYD,CCU,59,No,Weather
1/1/2020,AI5213,IndiGo,DEL,CCU,240,No,Weather
8/25/2022,AI4451,IndiGo,MAA,HYD,75,No,Operational
11/17/2024,AI1666,IndiGo,DEL,BLR,219,No,Air Traffic
5/4/2022,AI1639,Vistara,HYD,CCU,285,No,Air Traffic
10/1/2021,AI5743,Air India,PNQ,CCU,153,No,Weather
7/9/2020,AI1946,GoAir,HYD,BLR,138,No,Air Traffic
5/21/2024,AI6196,Vistara,BLR,HYD,283,No,Late Arrival
5/30/2021,AI1804,Air India,DEL,HYD,192,No,Weather
3/17/2021,AI9772,Air India,CCU,HYD,244,No,Technical
5/22/2020,AI6908,AirAsia India,MAA,HYD,40,No,Weather
4/29/2023,AI2015,Vistara,PNQ,DEL,10,No,Weather
6/16/2021,AI413,Vistara,HYD,BLR,105,No,Air Traffic
8/14/2020,AI1702,Air India,DEL,PNQ,203,No,Crew
8/29/2023,AI5726,Air India,PNQ,DEL,,Yes,
7/10/2024,AI2729,Air India,BOM,CCU,171,No,Late Arrival
8/6/2022,AI6124,AirAsia India,BLR,DEL,272,No,Air Traffic
8/18/2023,AI7059,Vistara,BOM,PNQ,144,No,Late Arrival
8/4/2024,AI2256,Air India,HYD,PNQ,266,No,Technical
4/4/2021,AI5536,IndiGo,BOM,PNQ,238,No,Operational
11/25/2023,AI1770,Vistara,BOM,HYD,109,No,Crew
7/4/2021,AI3114,AirAsia India,BLR,CCU,76,No,Technical
1/27/2021,AI1167,IndiGo,BLR,DEL,64,No,Technical
11/22/2024,AI7048,SpiceJet,BLR,DEL,140,No,Late Arrival
4/24/2022,AI5586,Vistara,PNQ,BLR,235,No,Crew
5/15/2023,AI2662,SpiceJet,BLR,DEL,188,No,Late Arrival
7/28/2020,AI3983,Air India,BOM,CCU,107,No,Operational
2/12/2023,AI2410,AirAsia India,CCU,HYD,287,No,Late Arrival
10/26/2024,AI1035,Air India,CCU,BLR,156,No,Weather
10/7/2021,AI3775,AirAsia India,BLR,DEL,168,No,Late Arrival
6/28/2023,AI1031,GoAir,PNQ,BLR,133,No,Weather
8/6/2020,AI8852,Air India,MAA,MAA,262,No,Technical
2/10/2021,AI260,SpiceJet,DEL,BLR,61,No,Operational
1/6/2024,AI2642,AirAsia India,HYD,PNQ,263,No,Air Traffic
6/14/2024,AI5377,Air India,PNQ,HYD,22,No,Weather
10/9/2023,AI565,Vistara,MAA,PNQ,257,No,Operational
6/6/2022,AI2927,AirAsia India,HYD,MAA,50,No,Late Arrival
7/11/2021,AI2634,AirAsia India,MAA,PNQ,166,No,Air Traffic
7/3/2021,AI8920,Air India,MAA,MAA,156,No,Late Arrival
5/21/2020,AI826,GoAir,CCU,BLR,229,No,Technical
9/3/2021,AI1395,Air India,DEL,CCU,36,No,Late Arrival
5/15/2021,AI7069,SpiceJet,MAA,HYD,33,No,Weather
4/19/2022,AI8030,SpiceJet,BLR,CCU,212,No,Technical
12/2/2021,AI2149,AirAsia India,HYD,HYD,46,No,Operational
4/19/2024,AI573,AirAsia India,PNQ,HYD,189,No,Technical
8/9/2024,AI3191,Air India,CCU,PNQ,151,No,Operational
4/14/2024,AI5701,SpiceJet,HYD,PNQ,22,No,Crew
3/10/2024,AI8793,SpiceJet,BLR,CCU,,Yes,
8/18/2021,AI9524,GoAir,BLR,BOM,248,No,Weather
10/7/2020,AI4174,Vistara,MAA,MAA,244,No,Weather
2/27/2021,AI8512,GoAir,BLR,PNQ,255,No,Operational
5/5/2022,AI3482,IndiGo,DEL,PNQ,78,No,Late Arrival
9/26/2020,AI7213,GoAir,BLR,PNQ,257,No,Air Traffic
6/2/2020,AI4881,Air India,MAA,BLR,184,No,Late Arrival
9/5/2021,AI6917,Vistara,HYD,CCU,52,No,Crew
10/16/2024,AI3020,Air India,BLR,CCU,24,No,Operational
10/23/2021,AI3623,IndiGo,CCU,PNQ,13,No,Crew
3/23/2020,AI4108,Vistara,PNQ,BLR,91,No,Operational
7/3/2024,AI4847,AirAsia India,CCU,PNQ,248,No,Crew
8/4/2022,AI5577,SpiceJet,CCU,MAA,267,No,Operational
6/17/2022,AI9513,GoAir,HYD,BLR,7,No,Weather
12/20/2023,AI1581,Air India,BOM,PNQ,151,No,Crew
7/22/2023,AI2458,IndiGo,PNQ,HYD,124,No,Crew
10/2/2024,AI7478,SpiceJet,CCU,BOM,120,No,Operational
10/10/2020,AI6541,GoAir,CCU,HYD,284,No,Technical
9/6/2022,AI4265,SpiceJet,BOM,BOM,174,No,Technical
6/21/2020,AI6731,GoAir,HYD,BLR,290,No,Weather
9/12/2023,AI3910,AirAsia India,PNQ,HYD,202,No,Late Arrival
10/7/2024,AI472,Vistara,CCU,MAA,276,No,Late Arrival
12/22/2022,AI569,SpiceJet,MAA,HYD,278,No,Weather
1/1/2023,AI594,SpiceJet,HYD,CCU,50,No,Late Arrival
2/1/2022,AI7460,SpiceJet,PNQ,BOM,66,No,Air Traffic
7/17/2024,AI9564,Vistara,CCU,BOM,137,No,Air Traffic
10/30/2023,AI4556,IndiGo,CCU,PNQ,201,No,Air Traffic
9/24/2021,AI9870,GoAir,BOM,MAA,200,No,Air Traffic
3/11/2024,AI5561,AirAsia India,PNQ,BOM,192,No,Operational
2/25/2022,AI1760,SpiceJet,MAA,BOM,105,No,Technical
7/31/2022,AI5651,Vistara,HYD,PNQ,162,No,Weather
10/8/2022,AI6457,IndiGo,BLR,MAA,251,No,Operational
2/1/2021,AI4516,GoAir,DEL,HYD,194,No,Air Traffic
2/17/2023,AI289,Vistara,MAA,BLR,156,No,Weather
7/22/2022,AI9666,AirAsia India,BLR,HYD,110,No,Technical
12/31/2023,AI9996,AirAsia India,MAA,CCU,233,No,Late Arrival
11/6/2021,AI9461,GoAir,PNQ,CCU,112,No,Operational
7/24/2022,AI3054,SpiceJet,BLR,BOM,280,No,Technical
4/9/2021,AI9529,AirAsia India,PNQ,CCU,9,No,Weather
10/12/2020,AI787,IndiGo,BLR,BLR,158,No,Crew
9/21/2020,AI7481,Vistara,MAA,BOM,232,No,Operational
11/15/2020,AI3060,IndiGo,BOM,PNQ,,Yes,
11/3/2021,AI1522,SpiceJet,MAA,CCU,,Yes,
10/31/2023,AI6888,IndiGo,PNQ,PNQ,199,No,Weather
3/30/2022,AI1065,IndiGo,MAA,DEL,122,No,Weather
3/29/2020,AI6215,Air India,BLR,DEL,221,No,Technical
8/4/2024,AI1792,IndiGo,DEL,DEL,10,No,Weather
5/11/2023,AI7375,GoAir,BLR,PNQ,123,No,Operational
3/31/2022,AI4259,Vistara,CCU,DEL,43,No,Air Traffic
10/28/2024,AI708,Air India,MAA,HYD,250,No,Operational
9/27/2022,AI356,Vistara,HYD,DEL,182,No,Weather
11/29/2020,AI127,Vistara,MAA,BOM,27,No,Technical
8/9/2020,AI1834,SpiceJet,BOM,MAA,260,No,Operational
2/10/2020,AI7183,SpiceJet,PNQ,HYD,169,No,Crew
9/27/2024,AI7989,Air India,HYD,MAA,40,No,Air Traffic
3/8/2020,AI1560,AirAsia India,BLR,BOM,216,No,Late Arrival
9/14/2022,AI8202,SpiceJet,BOM,BOM,194,No,Technical
12/4/2024,AI5228,SpiceJet,MAA,BLR,39,No,Technical
5/28/2021,AI2313,SpiceJet,BLR,HYD,277,No,Late Arrival
7/18/2024,AI2397,Vistara,BLR,MAA,198,No,Late Arrival
7/3/2024,AI1852,Air India,CCU,DEL,95,No,Operational
6/9/2024,AI1664,Vistara,CCU,BOM,240,No,Weather
7/13/2024,AI4983,GoAir,DEL,DEL,67,No,Weather
2/24/2023,AI9757,Vistara,CCU,MAA,,Yes,
7/2/2023,AI1484,GoAir,PNQ,PNQ,,Yes,
11/25/2021,AI9785,IndiGo,HYD,HYD,278,No,Crew
11/5/2022,AI998,IndiGo,BLR,CCU,72,No,Air Traffic
4/21/2021,AI3639,GoAir,CCU,PNQ,277,No,Weather
12/21/2022,AI3281,GoAir,DEL,PNQ,286,No,Crew
5/30/2022,AI3856,Vistara,MAA,CCU,280,No,Crew
3/7/2021,AI8880,GoAir,HYD,BOM,228,No,Technical
8/20/2024,AI4847,Air India,CCU,BLR,202,No,Technical
9/24/2020,AI362,IndiGo,BLR,DEL,161,No,Air Traffic
11/24/2022,AI6099,IndiGo,MAA,BOM,178,No,Operational
2/17/2022,AI7178,AirAsia India,PNQ,BLR,39,No,Late Arrival
5/18/2024,AI1989,GoAir,BLR,DEL,141,No,Late Arrival
5/8/2021,AI9990,SpiceJet,MAA,MAA,134,No,Air Traffic
5/4/2024,AI7921,SpiceJet,PNQ,PNQ,140,No,Crew
2/1/2024,AI451,GoAir,PNQ,PNQ,87,No,Air Traffic
11/25/2024,AI4334,Air India,HYD,CCU,25,No,Late Arrival
10/22/2021,AI9032,SpiceJet,BLR,BLR,206,No,Crew
9/10/2023,AI3854,AirAsia India,CCU,DEL,199,No,Late Arrival
8/20/2023,AI5687,GoAir,CCU,BOM,132,No,Operational
7/23/2023,AI3895,Air India,DEL,DEL,31,No,Technical
9/3/2024,AI7386,Air India,MAA,BOM,203,No,Technical
10/9/2022,AI2248,Vistara,DEL,PNQ,278,No,Crew
5/9/2023,AI5893,Air India,BOM,CCU,276,No,Air Traffic
1/8/2024,AI1677,SpiceJet,CCU,CCU,11,No,Late Arrival
9/9/2023,AI9340,SpiceJet,MAA,DEL,290,No,Weather
11/24/2022,AI960,GoAir,HYD,DEL,25,No,Operational
9/3/2022,AI7230,GoAir,DEL,BOM,167,No,Late Arrival
4/26/2021,AI9475,Air India,HYD,BOM,165,No,Weather
12/28/2021,AI8581,AirAsia India,HYD,BLR,212,No,Operational
4/24/2021,AI4781,IndiGo,HYD,PNQ,85,No,Operational
12/24/2022,AI560,Vistara,DEL,BLR,185,No,Technical
10/28/2022,AI3446,IndiGo,BOM,BLR,45,No,Crew
8/17/2023,AI9900,Air India,PNQ,DEL,288,No,Late Arrival
12/8/2020,AI9634,Air India,PNQ,HYD,67,No,Operational
12/25/2023,AI780,IndiGo,DEL,HYD,50,No,Late Arrival
12/18/2023,AI9487,Vistara,PNQ,HYD,100,No,Operational
11/27/2020,AI7689,IndiGo,BLR,HYD,122,No,Air Traffic
3/13/2021,AI616,GoAir,PNQ,BLR,114,No,Technical
5/30/2024,AI2152,SpiceJet,CCU,DEL,283,No,Crew
6/22/2020,AI5700,AirAsia India,DEL,HYD,108,No,Weather
7/12/2021,AI9246,GoAir,PNQ,CCU,261,No,Weather
6/10/2021,AI7797,SpiceJet,DEL,MAA,1,No,Air Traffic
10/20/2021,AI5508,AirAsia India,BOM,CCU,7,No,Technical
1/26/2020,AI2453,AirAsia India,BLR,DEL,,Yes,
3/30/2022,AI8157,AirAsia India,DEL,DEL,70,No,Operational
8/27/2021,AI1458,Air India,CCU,MAA,247,No,Technical
2/9/2021,AI4899,AirAsia India,PNQ,BOM,78,No,Crew
8/19/2020,AI8389,Vistara,CCU,BOM,,Yes,
6/16/2021,AI4173,IndiGo,PNQ,BOM,31,No,Weather
4/22/2024,AI6210,Vistara,DEL,BLR,290,No,Late Arrival
12/16/2024,AI2016,IndiGo,HYD,BOM,278,No,Weather
5/19/2021,AI4796,GoAir,PNQ,PNQ,201,No,Crew
8/19/2024,AI7636,GoAir,HYD,BLR,,Yes,
6/27/2020,AI7130,IndiGo,BLR,BLR,241,No,Operational
5/11/2020,AI969,Vistara,CCU,BOM,208,No,Technical
1/18/2024,AI499,IndiGo,HYD,BOM,156,No,Weather
12/13/2020,AI3833,AirAsia India,CCU,MAA,118,No,Weather
6/23/2021,AI248,Air India,PNQ,HYD,115,No,Late Arrival
2/10/2022,AI4640,GoAir,PNQ,MAA,256,No,Technical
11/30/2023,AI6868,Air India,BLR,BLR,,Yes,
3/16/2020,AI9015,AirAsia India,PNQ,MAA,289,No,Late Arrival
8/1/2021,AI8872,AirAsia India,BLR,BLR,,Yes,
5/3/2022,AI6573,GoAir,HYD,DEL,211,No,Late Arrival
2/24/2024,AI4519,GoAir,PNQ,BLR,140,No,Operational
7/12/2020,AI8380,AirAsia India,DEL,BLR,190,No,Weather
3/31/2023,AI3955,SpiceJet,MAA,MAA,260,No,Air Traffic
12/12/2020,AI1057,Air India,BOM,HYD,98,No,Technical
8/8/2022,AI6411,Air India,MAA,DEL,18,No,Operational
10/16/2023,AI9754,SpiceJet,MAA,CCU,124,No,Air Traffic
11/27/2024,AI4428,Vistara,CCU,CCU,72,No,Operational
5/26/2024,AI594,Air India,BLR,HYD,214,No,Operational
1/15/2023,AI3196,IndiGo,CCU,CCU,165,No,Crew
7/9/2023,AI1585,AirAsia India,HYD,DEL,192,No,Crew
8/1/2020,AI2385,AirAsia India,BOM,BOM,114,No,Operational
8/15/2024,AI6477,SpiceJet,HYD,DEL,160,No,Crew
10/11/2024,AI6711,Air India,DEL,MAA,298,No,Technical
7/26/2021,AI5861,Vistara,BOM,PNQ,59,No,Weather
2/18/2022,AI1530,Air India,CCU,BLR,28,No,Air Traffic
9/18/2020,AI5919,AirAsia India,PNQ,BLR,,Yes,
12/30/2021,AI1105,GoAir,PNQ,MAA,174,No,Technical
10/9/2020,AI9013,IndiGo,CCU,MAA,132,No,Weather
7/29/2024,AI7143,SpiceJet,HYD,PNQ,142,No,Crew
1/30/2024,AI3583,GoAir,CCU,PNQ,124,No,Air Traffic
11/4/2023,AI3381,Vistara,CCU,BLR,239,No,Technical
12/27/2020,AI1938,GoAir,MAA,PNQ,219,No,Late Arrival
1/12/2024,AI1945,GoAir,DEL,PNQ,83,No,Operational
3/16/2021,AI2705,Vistara,PNQ,PNQ,295,No,Weather
4/2/2020,AI3001,GoAir,MAA,HYD,182,No,Weather
7/2/2024,AI1450,SpiceJet,CCU,BOM,131,No,Late Arrival
1/22/2022,AI6762,AirAsia India,BLR,PNQ,184,No,Late Arrival
5/16/2022,AI5394,Air India,MAA,BOM,223,No,Operational
12/18/2023,AI1428,GoAir,CCU,BOM,66,No,Crew
5/21/2020,AI2997,SpiceJet,PNQ,MAA,191,No,Technical
8/7/2023,AI3541,Air India,CCU,PNQ,283,No,Technical
12/26/2023,AI1063,Air India,DEL,BLR,290,No,Technical
1/18/2022,AI4012,GoAir,HYD,HYD,76,No,Crew
9/8/2024,AI9586,SpiceJet,BOM,BLR,171,No,Operational
